Date, Inflow
2017-11-30, 989.90
2017-12-01, 1037.60
2017-12-02, 1013.10
2017-12-03, 1068.90
2017-12-04, 975.90
2017-12-05, 982.40
2017-12-06, 1151.30
2017-12-07, 1190.00
2017-12-08, 957.30
2017-12-09, 749.90
2017-12-10, 646.80
2017-12-11, 580.90
2017-12-12, 535.30
2017-12-13, 509.40
2017-12-14, 487.10
2017-12-15, 467.20
