Date, Hydropower
2019-06-04, 2400.00
2019-06-05, 2400.00
2019-06-06, 1643.51
2019-06-07, 2113.02
2019-06-08, 300.13
2019-06-09, 300.71
2019-06-10, 301.13
2019-06-11, 301.48
2019-06-12, 301.78
2019-06-13, 302.05
2019-06-14, 302.30
2019-06-15, 302.55
2019-06-16, 302.80
2019-06-17, 303.04
2019-06-18, 303.28
2019-06-19, 303.51
