Date, Release
2017-12-07, 1560.20
2017-12-08, 2006.29
2017-12-09, 2110.34
2017-12-10, 3014.62
2017-12-11, 3521.05
2017-12-12, 4119.35
2017-12-13, 4517.53
2017-12-14, 4710.60
2017-12-15, 4990.11
2017-12-16, 1500.18
2017-12-17, 1500.08
2017-12-18, 1500.00
2017-12-19, 1500.03
2017-12-20, 1500.01
2017-12-21, 1500.02
2017-12-22, 3803.51
