Date, Inflow
2017-12-02, 1041.60
2017-12-03, 1218.50
2017-12-04, 1228.90
2017-12-05, 1159.50
2017-12-06, 1304.90
2017-12-07, 1149.70
2017-12-08, 934.30
2017-12-09, 762.90
2017-12-10, 671.40
2017-12-11, 597.00
2017-12-12, 576.00
2017-12-13, 1314.10
2017-12-14, 979.40
2017-12-15, 719.20
2017-12-16, 626.60
2017-12-17, 553.10
