Date, Elevation, RC Elevation
2017-12-08, 1480.76, 1450.00
2017-12-09, 1479.68, 1450.00
2017-12-10, 1478.44, 1450.00
2017-12-11, 1475.88, 1450.00
2017-12-12, 1473.19, 1450.00
2017-12-13, 1469.33, 1450.00
2017-12-14, 1464.68, 1450.00
2017-12-15, 1459.91, 1450.00
2017-12-16, 1454.45, 1450.00
2017-12-17, 1452.99, 1450.00
2017-12-18, 1451.59, 1450.00
2017-12-19, 1450.22, 1450.00
2017-12-20, 1448.72, 1450.00
2017-12-21, 1447.14, 1450.00
2017-12-22, 1445.74, 1450.00
2017-12-23, 1443.22, 1450.00
