Date, Hydropower
2017-12-10, 698.35
2017-12-11, 691.96
2017-12-12, 726.56
2017-12-13, 954.77
2017-12-14, 1223.84
2017-12-15, 1251.62
2017-12-16, 1586.78
2017-12-17, 1982.94
2017-12-18, 2205.22
2017-12-19, 632.18
2017-12-20, 630.36
2017-12-21, 627.64
2017-12-22, 624.54
2017-12-23, 621.10
2017-12-24, 617.50
2017-12-25, 1097.92
