Date, Release
2017-12-10, 1518.80
2017-12-11, 1510.64
2017-12-12, 1592.97
2017-12-13, 2107.35
2017-12-14, 2727.54
2017-12-15, 2819.09
2017-12-16, 3615.23
2017-12-17, 4601.85
2017-12-18, 5230.99
2017-12-19, 1500.39
2017-12-20, 1500.00
2017-12-21, 1500.03
2017-12-22, 1500.13
2017-12-23, 1500.11
2017-12-24, 1500.30
2017-12-25, 2703.61
