Date, Inflow
2019-01-17, 451.40
2019-01-18, 1824.00
2019-01-19, 5453.70
2019-01-20, 19875.00
2019-01-21, 13430.90
2019-01-22, 6854.10
2019-01-23, 4544.50
2019-01-24, 4571.30
2019-01-25, 2712.40
2019-01-26, 2043.90
2019-01-27, 2029.40
2019-01-28, 1697.50
2019-01-29, 1325.30
2019-01-30, 1118.20
2019-01-31, 1229.90
2019-02-01, 823.20
