Date, Elevation, RC Elevation
2017-11-26, 1493.27, 1462.43
2017-11-27, 1492.76, 1460.04
2017-11-28, 1491.23, 1457.62
2017-11-29, 1490.55, 1455.14
2017-11-30, 1488.38, 1452.60
2017-12-01, 1482.27, 1450.00
2017-12-02, 1474.89, 1450.00
2017-12-03, 1466.77, 1450.00
2017-12-04, 1457.14, 1450.00
2017-12-05, 1451.91, 1450.00
2017-12-06, 1450.92, 1450.00
2017-12-07, 1450.91, 1450.00
2017-12-08, 1450.34, 1450.00
2017-12-09, 1449.52, 1450.00
2017-12-10, 1448.54, 1450.00
2017-12-11, 1443.28, 1450.00
