Date, Inflow
2019-06-02, 1171.90
2019-06-03, 1158.00
2019-06-04, 1142.90
2019-06-05, 1135.80
2019-06-06, 1127.30
2019-06-07, 1125.20
2019-06-08, 1141.80
2019-06-09, 1093.60
2019-06-10, 1065.20
2019-06-11, 1049.10
2019-06-12, 1034.50
2019-06-13, 1027.90
2019-06-14, 1063.80
2019-06-15, 1034.00
2019-06-16, 1020.30
2019-06-17, 1378.60
