Date, Elevation, RC Elevation
2017-12-04, 1490.00, 1450.00
2017-12-05, 1487.95, 1450.00
2017-12-06, 1485.08, 1450.00
2017-12-07, 1481.61, 1450.00
2017-12-08, 1477.56, 1450.00
2017-12-09, 1472.60, 1450.00
2017-12-10, 1466.95, 1450.00
2017-12-11, 1460.96, 1450.00
2017-12-12, 1454.63, 1450.00
2017-12-13, 1453.21, 1450.00
2017-12-14, 1451.73, 1450.00
2017-12-15, 1450.20, 1450.00
2017-12-16, 1448.62, 1450.00
2017-12-17, 1447.00, 1450.00
2017-12-18, 1445.33, 1450.00
2017-12-19, 1443.19, 1450.00
