Date, Elevation, RC Elevation
2017-11-30, 1493.24, 1452.60
2017-12-01, 1488.99, 1450.00
2017-12-02, 1484.55, 1450.00
2017-12-03, 1480.00, 1450.00
2017-12-04, 1475.16, 1450.00
2017-12-05, 1470.12, 1450.00
2017-12-06, 1465.05, 1450.00
2017-12-07, 1459.81, 1450.00
2017-12-08, 1454.00, 1450.00
2017-12-09, 1452.97, 1450.00
2017-12-10, 1451.80, 1450.00
2017-12-11, 1450.52, 1450.00
2017-12-12, 1449.16, 1450.00
2017-12-13, 1447.74, 1450.00
2017-12-14, 1446.28, 1450.00
2017-12-15, 1443.22, 1450.00
