Date, Release
2019-06-02, 4265.55
2019-06-03, 4039.84
2019-06-04, 3441.42
2019-06-05, 3241.99
2019-06-06, 500.00
2019-06-07, 500.00
2019-06-08, 500.00
2019-06-09, 500.00
2019-06-10, 500.00
2019-06-11, 500.00
2019-06-12, 500.00
2019-06-13, 500.00
2019-06-14, 500.00
2019-06-15, 500.00
2019-06-16, 500.00
2019-06-17, 500.00
