Date, Inflow
2017-11-26, 1907.80
2017-11-27, 4817.60
2017-11-28, 3779.40
2017-11-29, 4655.10
2017-11-30, 3649.30
2017-12-01, 3107.40
2017-12-02, 2296.20
2017-12-03, 2085.00
2017-12-04, 1415.40
2017-12-05, 1469.50
2017-12-06, 1743.30
2017-12-07, 1494.00
2017-12-08, 1090.30
2017-12-09, 917.90
2017-12-10, 816.90
2017-12-11, 779.10
