Date, Inflow
2017-12-09, 659.30
2017-12-10, 626.80
2017-12-11, 592.20
2017-12-12, 570.10
2017-12-13, 543.50
2017-12-14, 517.50
2017-12-15, 473.10
2017-12-16, 455.30
2017-12-17, 801.20
2017-12-18, 644.70
2017-12-19, 834.80
2017-12-20, 666.30
2017-12-21, 1740.40
2017-12-22, 1106.80
2017-12-23, 739.30
2017-12-24, 830.10
