Date, Inflow
2019-06-03, 1157.60
2019-06-04, 1142.10
2019-06-05, 1134.50
2019-06-06, 1126.60
2019-06-07, 1190.40
2019-06-08, 1874.50
2019-06-09, 1980.50
2019-06-10, 1523.60
2019-06-11, 1303.70
2019-06-12, 1200.90
2019-06-13, 1113.90
2019-06-14, 1070.90
2019-06-15, 1062.10
2019-06-16, 1056.70
2019-06-17, 1051.20
2019-06-18, 1043.50
