Date, Release
2017-12-04, 1966.63
2017-12-05, 2804.21
2017-12-06, 3485.09
2017-12-07, 3918.23
2017-12-08, 4318.15
2017-12-09, 4931.44
2017-12-10, 5298.43
2017-12-11, 5303.42
2017-12-12, 5291.57
2017-12-13, 1500.10
2017-12-14, 1500.09
2017-12-15, 1500.00
2017-12-16, 1500.02
2017-12-17, 1500.02
2017-12-18, 1500.02
2017-12-19, 1810.11
