Date, Release
2017-12-02, 3894.68
2017-12-03, 5073.30
2017-12-04, 5147.94
2017-12-05, 5313.01
2017-12-06, 5334.50
2017-12-07, 5332.72
2017-12-08, 5324.77
2017-12-09, 5339.14
2017-12-10, 5335.77
2017-12-11, 1500.05
2017-12-12, 1500.01
2017-12-13, 1500.06
2017-12-14, 1500.01
2017-12-15, 1500.01
2017-12-16, 1500.00
2017-12-17, 3223.15
