Date, Elevation, RC Elevation
2017-12-07, 1483.23, 1450.00
2017-12-08, 1481.92, 1450.00
2017-12-09, 1480.35, 1450.00
2017-12-10, 1477.74, 1450.00
2017-12-11, 1474.45, 1450.00
2017-12-12, 1470.33, 1450.00
2017-12-13, 1465.54, 1450.00
2017-12-14, 1460.26, 1450.00
2017-12-15, 1454.30, 1450.00
2017-12-16, 1452.86, 1450.00
2017-12-17, 1451.38, 1450.00
2017-12-18, 1449.85, 1450.00
2017-12-19, 1448.28, 1450.00
2017-12-20, 1446.87, 1450.00
2017-12-21, 1447.25, 1450.00
2017-12-22, 1443.31, 1450.00
