Date, Inflow
2017-12-07, 885.20
2017-12-08, 771.20
2017-12-09, 659.30
2017-12-10, 626.80
2017-12-11, 592.20
2017-12-12, 570.10
2017-12-13, 543.50
2017-12-14, 517.50
2017-12-15, 473.10
2017-12-16, 448.10
2017-12-17, 427.90
2017-12-18, 408.50
2017-12-19, 392.50
2017-12-20, 524.70
2017-12-21, 1757.20
2017-12-22, 1121.70
