Date, Inflow
2017-12-06, 1049.20
2017-12-07, 885.00
2017-12-08, 771.10
2017-12-09, 659.20
2017-12-10, 626.70
2017-12-11, 592.20
2017-12-12, 570.00
2017-12-13, 543.50
2017-12-14, 517.40
2017-12-15, 473.00
2017-12-16, 448.00
2017-12-17, 427.80
2017-12-18, 408.40
2017-12-19, 389.80
2017-12-20, 372.00
2017-12-21, 355.10
