Date, Elevation, RC Elevation
2017-12-09, 1478.01, 1450.00
2017-12-10, 1476.98, 1450.00
2017-12-11, 1475.00, 1450.00
2017-12-12, 1473.18, 1450.00
2017-12-13, 1470.38, 1450.00
2017-12-14, 1467.49, 1450.00
2017-12-15, 1463.17, 1450.00
2017-12-16, 1458.06, 1450.00
2017-12-17, 1452.57, 1450.00
2017-12-18, 1451.38, 1450.00
2017-12-19, 1450.45, 1450.00
2017-12-20, 1449.28, 1450.00
2017-12-21, 1449.62, 1450.00
2017-12-22, 1449.06, 1450.00
2017-12-23, 1447.98, 1450.00
2017-12-24, 1443.26, 1450.00
