Date, Elevation, RC Elevation
2019-06-04, 1563.11, 1563.50
2019-06-05, 1561.06, 1563.50
2019-06-06, 1560.17, 1563.50
2019-06-07, 1558.84, 1563.50
2019-06-08, 1559.44, 1563.50
2019-06-09, 1560.14, 1563.50
2019-06-10, 1560.65, 1563.50
2019-06-11, 1561.06, 1563.50
2019-06-12, 1561.42, 1563.50
2019-06-13, 1561.75, 1563.50
2019-06-14, 1562.05, 1563.50
2019-06-15, 1562.35, 1563.50
2019-06-16, 1562.65, 1563.50
2019-06-17, 1562.94, 1563.50
2019-06-18, 1563.22, 1563.50
2019-06-19, 1563.50, 1563.50
