Date, Release
2017-12-09, 1558.01
2017-12-10, 1552.39
2017-12-11, 2348.18
2017-12-12, 2167.86
2017-12-13, 2938.42
2017-12-14, 2943.42
2017-12-15, 3975.91
2017-12-16, 4436.98
2017-12-17, 4885.01
2017-12-18, 1500.11
2017-12-19, 1500.03
2017-12-20, 1500.12
2017-12-21, 1500.01
2017-12-22, 1500.04
2017-12-23, 1500.03
2017-12-24, 4051.87
