Date, Hydropower
2019-06-01, 2400.00
2019-06-02, 2400.00
2019-06-03, 1144.89
2019-06-04, 2400.00
2019-06-05, 299.95
2019-06-06, 300.24
2019-06-07, 300.61
2019-06-08, 301.11
2019-06-09, 301.56
2019-06-10, 301.93
2019-06-11, 302.24
2019-06-12, 302.52
2019-06-13, 302.78
2019-06-14, 303.03
2019-06-15, 303.27
2019-06-16, 303.51
