Date, Inflow
2017-12-10, 626.80
2017-12-11, 592.20
2017-12-12, 570.10
2017-12-13, 543.50
2017-12-14, 517.50
2017-12-15, 487.30
2017-12-16, 1176.00
2017-12-17, 869.20
2017-12-18, 1076.60
2017-12-19, 1402.40
2017-12-20, 1022.40
2017-12-21, 717.20
2017-12-22, 609.90
2017-12-23, 541.40
2017-12-24, 482.80
2017-12-25, 470.20
