Date, Hydropower
2017-12-06, 754.17
2017-12-07, 884.34
2017-12-08, 1342.98
2017-12-09, 1599.57
2017-12-10, 1733.11
2017-12-11, 1908.16
2017-12-12, 2149.68
2017-12-13, 2312.71
2017-12-14, 2251.07
2017-12-15, 634.15
2017-12-16, 630.53
2017-12-17, 626.78
2017-12-18, 622.90
2017-12-19, 618.91
2017-12-20, 614.80
2017-12-21, 765.87
