Date, Inflow
2017-11-27, 1379.60
2017-11-28, 1318.50
2017-11-29, 2008.90
2017-11-30, 2043.80
2017-12-01, 1478.30
2017-12-02, 1353.90
2017-12-03, 1908.20
2017-12-04, 1537.00
2017-12-05, 1250.20
2017-12-06, 1208.90
2017-12-07, 1174.30
2017-12-08, 972.60
2017-12-09, 807.60
2017-12-10, 706.00
2017-12-11, 666.00
2017-12-12, 612.30
