Date, Hydropower
2017-12-07, 737.93
2017-12-08, 944.52
2017-12-09, 988.01
2017-12-10, 1398.20
2017-12-11, 1613.74
2017-12-12, 1859.63
2017-12-13, 2003.25
2017-12-14, 2047.35
2017-12-15, 2119.09
2017-12-16, 633.47
2017-12-17, 629.71
2017-12-18, 625.85
2017-12-19, 621.92
2017-12-20, 618.40
2017-12-21, 619.34
2017-12-22, 1545.42
