Date, Hydropower
2017-12-04, 952.41
2017-12-05, 1348.44
2017-12-06, 1659.13
2017-12-07, 1842.66
2017-12-08, 2001.47
2017-12-09, 2244.93
2017-12-10, 2362.03
2017-12-11, 2311.21
2017-12-12, 2250.08
2017-12-13, 634.30
2017-12-14, 630.59
2017-12-15, 626.72
2017-12-16, 622.79
2017-12-17, 618.73
2017-12-18, 614.54
2017-12-19, 735.11
