Date, Release
2019-06-04, 4964.10
2019-06-05, 4877.45
2019-06-06, 2732.53
2019-06-07, 3526.13
2019-06-08, 500.00
2019-06-09, 500.00
2019-06-10, 500.00
2019-06-11, 500.00
2019-06-12, 500.00
2019-06-13, 500.00
2019-06-14, 500.00
2019-06-15, 500.00
2019-06-16, 500.00
2019-06-17, 500.00
2019-06-18, 500.00
2019-06-19, 500.00
