Date, Inflow
2017-12-04, 957.10
2017-12-05, 766.00
2017-12-06, 691.60
2017-12-07, 636.30
2017-12-08, 596.30
2017-12-09, 560.20
2017-12-10, 537.10
2017-12-11, 500.80
2017-12-12, 477.90
2017-12-13, 451.60
2017-12-14, 426.30
2017-12-15, 406.30
2017-12-16, 387.40
2017-12-17, 369.50
2017-12-18, 352.50
2017-12-19, 364.60
