Date, Elevation, RC Elevation
2017-12-05, 1488.57, 1450.00
2017-12-06, 1486.78, 1450.00
2017-12-07, 1484.12, 1450.00
2017-12-08, 1481.04, 1450.00
2017-12-09, 1476.64, 1450.00
2017-12-10, 1471.80, 1450.00
2017-12-11, 1466.55, 1450.00
2017-12-12, 1460.64, 1450.00
2017-12-13, 1454.47, 1450.00
2017-12-14, 1453.13, 1450.00
2017-12-15, 1451.71, 1450.00
2017-12-16, 1450.23, 1450.00
2017-12-17, 1448.71, 1450.00
2017-12-18, 1447.14, 1450.00
2017-12-19, 1445.52, 1450.00
2017-12-20, 1443.24, 1450.00
