Date, Release
2019-06-03, 5168.51
2019-06-04, 5093.77
2019-06-05, 3084.42
2019-06-06, 3869.48
2019-06-07, 500.00
2019-06-08, 500.00
2019-06-09, 500.00
2019-06-10, 500.00
2019-06-11, 500.00
2019-06-12, 500.00
2019-06-13, 500.00
2019-06-14, 500.00
2019-06-15, 500.00
2019-06-16, 500.00
2019-06-17, 500.00
2019-06-18, 500.00
