Date, Elevation, RC Elevation
2017-11-29, 1494.09, 1455.14
2017-11-30, 1490.09, 1452.60
2017-12-01, 1485.75, 1450.00
2017-12-02, 1481.38, 1450.00
2017-12-03, 1477.14, 1450.00
2017-12-04, 1472.39, 1450.00
2017-12-05, 1467.30, 1450.00
2017-12-06, 1461.93, 1450.00
2017-12-07, 1456.18, 1450.00
2017-12-08, 1452.76, 1450.00
2017-12-09, 1451.91, 1450.00
2017-12-10, 1450.84, 1450.00
2017-12-11, 1449.63, 1450.00
2017-12-12, 1448.33, 1450.00
2017-12-13, 1446.95, 1450.00
2017-12-14, 1443.25, 1450.00
