Date, Release
2019-06-01, 5067.97
2019-06-02, 5017.09
2019-06-03, 1900.93
2019-06-04, 4329.13
2019-06-05, 500.00
2019-06-06, 500.00
2019-06-07, 500.00
2019-06-08, 500.00
2019-06-09, 500.00
2019-06-10, 500.00
2019-06-11, 500.00
2019-06-12, 500.00
2019-06-13, 500.00
2019-06-14, 500.00
2019-06-15, 500.00
2019-06-16, 500.00
