Date, Hydropower
2017-12-05, 760.10
2017-12-06, 1327.93
2017-12-07, 1629.59
2017-12-08, 1715.76
2017-12-09, 2150.31
2017-12-10, 2205.32
2017-12-11, 2223.96
2017-12-12, 2301.29
2017-12-13, 2216.14
2017-12-14, 634.10
2017-12-15, 630.51
2017-12-16, 626.87
2017-12-17, 623.02
2017-12-18, 619.08
2017-12-19, 615.03
2017-12-20, 778.28
