Date, Release
2017-12-05, 1577.30
2017-12-06, 2772.85
2017-12-07, 3434.63
2017-12-08, 3655.90
2017-12-09, 4654.61
2017-12-10, 4858.65
2017-12-11, 4996.34
2017-12-12, 5287.25
2017-12-13, 5214.97
2017-12-14, 1500.07
2017-12-15, 1500.03
2017-12-16, 1500.15
2017-12-17, 1500.05
2017-12-18, 1500.02
2017-12-19, 1500.04
2017-12-20, 1916.04
