Date, Release
2017-12-08, 1505.10
2017-12-09, 1658.55
2017-12-10, 1758.48
2017-12-11, 2885.33
2017-12-12, 2933.69
2017-12-13, 3841.12
2017-12-14, 4349.31
2017-12-15, 4239.07
2017-12-16, 4579.47
2017-12-17, 1500.01
2017-12-18, 1500.05
2017-12-19, 1500.10
2017-12-20, 1500.02
2017-12-21, 1500.00
2017-12-22, 1500.01
2017-12-23, 2539.67
