Date, Release
2017-11-30, 5339.98
2017-12-01, 5339.99
2017-12-02, 5339.99
2017-12-03, 5340.00
2017-12-04, 5339.97
2017-12-05, 5339.99
2017-12-06, 5340.00
2017-12-07, 5339.71
2017-12-08, 5339.99
2017-12-09, 1500.01
2017-12-10, 1500.00
2017-12-11, 1500.00
2017-12-12, 1500.00
2017-12-13, 1500.01
2017-12-14, 1500.01
2017-12-15, 2541.36
