Date, Release
2017-11-25, 5341.25
2017-11-26, 5341.20
2017-11-27, 5340.28
2017-11-28, 5347.22
2017-11-29, 5748.28
2017-11-30, 8999.00
2017-12-01, 8999.81
2017-12-02, 8999.79
2017-12-03, 8999.99
2017-12-04, 5339.75
2017-12-05, 3368.36
2017-12-06, 2935.03
2017-12-07, 2438.06
2017-12-08, 3090.07
2017-12-09, 3629.21
2017-12-10, 5339.92
