Date, Elevation, RC Elevation
2017-11-27, 1493.76, 1460.04
2017-11-28, 1489.81, 1457.62
2017-11-29, 1486.43, 1455.14
2017-11-30, 1482.99, 1452.60
2017-12-01, 1478.83, 1450.00
2017-12-02, 1474.37, 1450.00
2017-12-03, 1470.38, 1450.00
2017-12-04, 1465.76, 1450.00
2017-12-05, 1457.67, 1450.00
2017-12-06, 1452.09, 1450.00
2017-12-07, 1451.64, 1450.00
2017-12-08, 1450.91, 1450.00
2017-12-09, 1449.94, 1450.00
2017-12-10, 1448.81, 1450.00
2017-12-11, 1447.62, 1450.00
2017-12-12, 1443.23, 1450.00
