Date, Release
2017-11-26, 5340.06
2017-11-27, 5340.89
2017-11-28, 5340.80
2017-11-29, 5340.15
2017-11-30, 5815.62
2017-12-01, 8998.91
2017-12-02, 9000.00
2017-12-03, 8999.90
2017-12-04, 8999.92
2017-12-05, 5339.73
2017-12-06, 2453.27
2017-12-07, 1500.03
2017-12-08, 1500.03
2017-12-09, 1500.04
2017-12-10, 1500.12
2017-12-11, 4387.68
