Date, Release
2017-12-06, 1580.97
2017-12-07, 1860.44
2017-12-08, 2847.20
2017-12-09, 3427.38
2017-12-10, 3760.22
2017-12-11, 4202.96
2017-12-12, 4824.84
2017-12-13, 5309.16
2017-12-14, 5295.34
2017-12-15, 1500.00
2017-12-16, 1500.03
2017-12-17, 1500.02
2017-12-18, 1500.00
2017-12-19, 1500.00
2017-12-20, 1500.00
2017-12-21, 1885.99
