Date, Elevation, RC Elevation
2017-11-25, 1492.62, 1464.77
2017-11-26, 1495.61, 1462.43
2017-11-27, 1495.58, 1460.04
2017-11-28, 1493.91, 1457.62
2017-11-29, 1490.86, 1455.14
2017-11-30, 1483.75, 1452.60
2017-12-01, 1475.41, 1450.00
2017-12-02, 1466.58, 1450.00
2017-12-03, 1457.08, 1450.00
2017-12-04, 1452.02, 1450.00
2017-12-05, 1450.15, 1450.00
2017-12-06, 1450.08, 1450.00
2017-12-07, 1450.14, 1450.00
2017-12-08, 1450.13, 1450.00
2017-12-09, 1448.90, 1450.00
2017-12-10, 1444.36, 1450.00
