Date, Elevation, RC Elevation
2017-12-01, 1493.95, 1450.00
2017-12-02, 1490.66, 1450.00
2017-12-03, 1486.43, 1450.00
2017-12-04, 1481.78, 1450.00
2017-12-05, 1476.74, 1450.00
2017-12-06, 1471.75, 1450.00
2017-12-07, 1466.39, 1450.00
2017-12-08, 1460.56, 1450.00
2017-12-09, 1454.31, 1450.00
2017-12-10, 1453.03, 1450.00
2017-12-11, 1451.66, 1450.00
2017-12-12, 1450.23, 1450.00
2017-12-13, 1448.76, 1450.00
2017-12-14, 1447.23, 1450.00
2017-12-15, 1445.66, 1450.00
2017-12-16, 1443.17, 1450.00
