Date,Outflow
11-Dec-2015 00:00,2090.0
12-Dec-2015 00:00,6350.0
13-Dec-2015 00:00,6240.0
14-Dec-2015 00:00,5430.0
15-Dec-2015 00:00,5960.0
16-Dec-2015 00:00,6080.0
17-Dec-2015 00:00,4870.0
18-Dec-2015 00:00,2140.0
19-Dec-2015 00:00,1420.0
20-Dec-2015 00:00,2120.0
21-Dec-2015 00:00,2330.0
22-Dec-2015 00:00,2470.0
23-Dec-2015 00:00,2160.0
24-Dec-2015 00:00,7780.0
25-Dec-2015 00:00,9000.0
26-Dec-2015 00:00,8970.0
27-Dec-2015 00:00,8970.0
28-Dec-2015 00:00,9040.0
29-Dec-2015 00:00,9070.0
30-Dec-2015 00:00,8090.0
31-Dec-2015 00:00,5880.0
01-Jan-2016 00:00,4430.0
02-Jan-2016 00:00,3440.0
03-Jan-2016 00:00,3390.0
04-Jan-2016 00:00,3460.0
05-Jan-2016 00:00,3340.0
06-Jan-2016 00:00,3300.0
07-Jan-2016 00:00,3070.0
08-Jan-2016 00:00,2030.0
09-Jan-2016 00:00,1480.0
10-Jan-2016 00:00,1600.0
11-Jan-2016 00:00,1770.0
12-Jan-2016 00:00,1630.0
13-Jan-2016 00:00,1620.0
14-Jan-2016 00:00,1520.0
15-Jan-2016 00:00,2540.0
16-Jan-2016 00:00,4180.0
17-Jan-2016 00:00,3740.0
18-Jan-2016 00:00,3560.0
19-Jan-2016 00:00,3620.0
20-Jan-2016 00:00,3590.0
21-Jan-2016 00:00,3680.0
22-Jan-2016 00:00,3430.0
23-Jan-2016 00:00,1400.0
24-Jan-2016 00:00,3080.0
25-Jan-2016 00:00,3700.0
26-Jan-2016 00:00,3870.0
27-Jan-2016 00:00,4270.0
28-Jan-2016 00:00,4290.0
29-Jan-2016 00:00,3940.0
30-Jan-2016 00:00,3960.0
31-Jan-2016 00:00,4210.0
01-Feb-2016 00:00,4150.0
02-Feb-2016 00:00,4220.0
03-Feb-2016 00:00,4380.0
04-Feb-2016 00:00,3010.0
05-Feb-2016 00:00,2500.0
06-Feb-2016 00:00,2170.0
07-Feb-2016 00:00,2230.0
08-Feb-2016 00:00,2240.0
09-Feb-2016 00:00,2290.0
10-Feb-2016 00:00,1420.0
11-Feb-2016 00:00,1100.0
12-Feb-2016 00:00,1250.0
13-Feb-2016 00:00,1260.0
14-Feb-2016 00:00,900.0
15-Feb-2016 00:00,700.0
16-Feb-2016 00:00,770.0
17-Feb-2016 00:00,970.0
18-Feb-2016 00:00,1480.0
19-Feb-2016 00:00,1960.0
20-Feb-2016 00:00,2580.0
21-Feb-2016 00:00,3130.0
22-Feb-2016 00:00,3160.0
23-Feb-2016 00:00,2860.0
24-Feb-2016 00:00,1900.0
25-Feb-2016 00:00,1680.0
26-Feb-2016 00:00,1530.0
27-Feb-2016 00:00,1590.0
28-Feb-2016 00:00,1670.0
29-Feb-2016 00:00,1770.0
01-Mar-2016 00:00,1920.0
02-Mar-2016 00:00,2050.0
03-Mar-2016 00:00,2100.0
04-Mar-2016 00:00,2550.0
05-Mar-2016 00:00,3430.0
06-Mar-2016 00:00,3660.0
07-Mar-2016 00:00,3660.0
08-Mar-2016 00:00,3610.0
09-Mar-2016 00:00,2960.0
10-Mar-2016 00:00,3170.0
11-Mar-2016 00:00,2430.0
12-Mar-2016 00:00,2260.0
13-Mar-2016 00:00,2090.0
13-Mar-2016 23:00,1730.0
14-Mar-2016 23:00,1940.0
15-Mar-2016 23:00,1910.0
16-Mar-2016 23:00,2000.0
17-Mar-2016 23:00,2110.0
18-Mar-2016 23:00,2460.0
19-Mar-2016 23:00,2570.0
20-Mar-2016 23:00,2480.0
21-Mar-2016 23:00,2510.0
22-Mar-2016 23:00,3330.0
23-Mar-2016 23:00,3280.0
24-Mar-2016 23:00,3320.0
25-Mar-2016 23:00,3220.0
26-Mar-2016 23:00,2790.0
27-Mar-2016 23:00,2220.0
28-Mar-2016 23:00,2140.0
29-Mar-2016 23:00,2190.0
30-Mar-2016 23:00,2010.0
31-Mar-2016 23:00,2050.0
01-Apr-2016 23:00,1560.0
02-Apr-2016 23:00,1650.0
03-Apr-2016 23:00,1770.0
04-Apr-2016 23:00,1610.0
05-Apr-2016 23:00,1720.0
06-Apr-2016 23:00,1800.0
07-Apr-2016 23:00,1540.0
08-Apr-2016 23:00,1680.0
09-Apr-2016 23:00,1630.0
10-Apr-2016 23:00,1720.0
11-Apr-2016 23:00,1650.0
12-Apr-2016 23:00,1630.0
13-Apr-2016 23:00,1540.0
14-Apr-2016 23:00,1760.0
15-Apr-2016 23:00,1580.0
16-Apr-2016 23:00,1780.0
17-Apr-2016 23:00,1260.0
18-Apr-2016 23:00,1320.0
19-Apr-2016 23:00,1360.0
20-Apr-2016 23:00,1350.0
21-Apr-2016 23:00,1440.0
22-Apr-2016 23:00,1410.0
23-Apr-2016 23:00,1400.0
24-Apr-2016 23:00,1140.0
25-Apr-2016 23:00,1430.0
26-Apr-2016 23:00,1540.0
27-Apr-2016 23:00,1440.0
28-Apr-2016 23:00,1450.0
29-Apr-2016 23:00,1480.0
30-Apr-2016 23:00,1410.0
01-May-2016 23:00,1410.0
02-May-2016 23:00,1260.0
03-May-2016 23:00,1460.0
04-May-2016 23:00,1450.0
05-May-2016 23:00,1610.0
06-May-2016 23:00,1800.0
07-May-2016 23:00,1490.0
08-May-2016 23:00,1450.0
09-May-2016 23:00,1450.0
10-May-2016 23:00,1480.0
11-May-2016 23:00,1480.0
12-May-2016 23:00,1530.0
13-May-2016 23:00,1390.0
14-May-2016 23:00,1510.0
15-May-2016 23:00,1450.0
16-May-2016 23:00,1450.0
17-May-2016 23:00,1470.0
18-May-2016 23:00,1480.0
19-May-2016 23:00,1470.0
20-May-2016 23:00,1480.0
21-May-2016 23:00,1500.0
22-May-2016 23:00,1450.0
23-May-2016 23:00,1400.0
24-May-2016 23:00,1420.0
25-May-2016 23:00,1430.0
26-May-2016 23:00,1450.0
27-May-2016 23:00,1340.0
28-May-2016 23:00,1330.0
29-May-2016 23:00,1240.0
30-May-2016 23:00,1200.0
31-May-2016 23:00,1110.0
01-Jun-2016 23:00,1290.0
02-Jun-2016 23:00,1040.0
03-Jun-2016 23:00,1050.0
04-Jun-2016 23:00,1080.0
05-Jun-2016 23:00,1070.0
06-Jun-2016 23:00,1110.0
07-Jun-2016 23:00,1180.0
08-Jun-2016 23:00,1060.0
09-Jun-2016 23:00,1130.0
10-Jun-2016 23:00,1040.0
11-Jun-2016 23:00,820.0
12-Jun-2016 23:00,1050.0
13-Jun-2016 23:00,960.0
14-Jun-2016 23:00,1020.0
15-Jun-2016 23:00,1090.0
16-Jun-2016 23:00,950.0
17-Jun-2016 23:00,1080.0
18-Jun-2016 23:00,1030.0
19-Jun-2016 23:00,1210.0
20-Jun-2016 23:00,1170.0
21-Jun-2016 23:00,1130.0
22-Jun-2016 23:00,1170.0
23-Jun-2016 23:00,1110.0
24-Jun-2016 23:00,1080.0
25-Jun-2016 23:00,1050.0
26-Jun-2016 23:00,1020.0
27-Jun-2016 23:00,980.0
28-Jun-2016 23:00,1080.0
29-Jun-2016 23:00,1220.0
30-Jun-2016 23:00,1120.0
01-Jul-2016 23:00,1070.0
02-Jul-2016 23:00,850.0
03-Jul-2016 23:00,900.0
04-Jul-2016 23:00,940.0
05-Jul-2016 23:00,910.0
06-Jul-2016 23:00,880.0
07-Jul-2016 23:00,900.0
08-Jul-2016 23:00,990.0
09-Jul-2016 23:00,860.0
10-Jul-2016 23:00,960.0
11-Jul-2016 23:00,980.0
12-Jul-2016 23:00,900.0
13-Jul-2016 23:00,950.0
14-Jul-2016 23:00,1030.0
15-Jul-2016 23:00,970.0
16-Jul-2016 23:00,890.0
17-Jul-2016 23:00,870.0
18-Jul-2016 23:00,920.0
19-Jul-2016 23:00,980.0
20-Jul-2016 23:00,970.0
21-Jul-2016 23:00,830.0
22-Jul-2016 23:00,870.0
23-Jul-2016 23:00,900.0
24-Jul-2016 23:00,860.0
25-Jul-2016 23:00,870.0
26-Jul-2016 23:00,1030.0
27-Jul-2016 23:00,960.0
28-Jul-2016 23:00,960.0
29-Jul-2016 23:00,540.0
30-Jul-2016 23:00,870.0
31-Jul-2016 23:00,970.0
01-Aug-2016 23:00,970.0
02-Aug-2016 23:00,1080.0
03-Aug-2016 23:00,1020.0
04-Aug-2016 23:00,960.0
05-Aug-2016 23:00,1030.0
06-Aug-2016 23:00,960.0
07-Aug-2016 23:00,940.0
08-Aug-2016 23:00,1040.0
09-Aug-2016 23:00,930.0
10-Aug-2016 23:00,1070.0
11-Aug-2016 23:00,870.0
12-Aug-2016 23:00,1010.0
13-Aug-2016 23:00,920.0
14-Aug-2016 23:00,970.0
15-Aug-2016 23:00,940.0
16-Aug-2016 23:00,950.0
17-Aug-2016 23:00,950.0
18-Aug-2016 23:00,1010.0
19-Aug-2016 23:00,950.0
20-Aug-2016 23:00,950.0
21-Aug-2016 23:00,940.0
22-Aug-2016 23:00,940.0
23-Aug-2016 23:00,1010.0
24-Aug-2016 23:00,960.0
25-Aug-2016 23:00,990.0
26-Aug-2016 23:00,940.0
27-Aug-2016 23:00,950.0
28-Aug-2016 23:00,960.0
29-Aug-2016 23:00,950.0
30-Aug-2016 23:00,950.0
31-Aug-2016 23:00,920.0
01-Sep-2016 23:00,970.0
02-Sep-2016 23:00,900.0
03-Sep-2016 23:00,930.0
04-Sep-2016 23:00,940.0
05-Sep-2016 23:00,940.0
06-Sep-2016 23:00,1130.0
07-Sep-2016 23:00,1430.0
08-Sep-2016 23:00,1380.0
09-Sep-2016 23:00,1340.0
10-Sep-2016 23:00,1500.0
11-Sep-2016 23:00,1470.0
12-Sep-2016 23:00,1400.0
13-Sep-2016 23:00,1380.0
14-Sep-2016 23:00,1530.0
15-Sep-2016 23:00,1370.0
16-Sep-2016 23:00,1480.0
17-Sep-2016 23:00,1460.0
18-Sep-2016 23:00,1350.0
19-Sep-2016 23:00,1440.0
20-Sep-2016 23:00,1440.0
21-Sep-2016 23:00,1340.0
22-Sep-2016 23:00,1420.0
23-Sep-2016 23:00,1470.0
24-Sep-2016 23:00,1330.0
25-Sep-2016 23:00,1360.0
26-Sep-2016 23:00,1400.0
27-Sep-2016 23:00,1410.0
28-Sep-2016 23:00,1340.0
29-Sep-2016 23:00,1240.0
30-Sep-2016 23:00,1380.0
01-Oct-2016 23:00,1260.0
02-Oct-2016 23:00,1020.0
03-Oct-2016 23:00,1300.0
04-Oct-2016 23:00,1040.0
05-Oct-2016 23:00,1220.0
06-Oct-2016 23:00,1060.0
07-Oct-2016 23:00,1110.0
08-Oct-2016 23:00,1120.0
09-Oct-2016 23:00,1330.0
10-Oct-2016 23:00,1250.0
11-Oct-2016 23:00,1260.0
12-Oct-2016 23:00,1290.0
13-Oct-2016 23:00,1300.0
14-Oct-2016 23:00,980.0
15-Oct-2016 23:00,960.0
16-Oct-2016 23:00,930.0
17-Oct-2016 23:00,970.0
18-Oct-2016 23:00,1810.0
19-Oct-2016 23:00,3350.0
20-Oct-2016 23:00,4910.0
21-Oct-2016 23:00,5860.0
22-Oct-2016 23:00,5850.0
23-Oct-2016 23:00,5970.0
24-Oct-2016 23:00,6020.0
25-Oct-2016 23:00,6020.0
26-Oct-2016 23:00,6020.0
27-Oct-2016 23:00,5970.0
28-Oct-2016 23:00,5920.0
29-Oct-2016 23:00,5960.0
30-Oct-2016 23:00,6070.0
31-Oct-2016 23:00,5960.0
01-Nov-2016 23:00,6010.0
02-Nov-2016 23:00,6000.0
03-Nov-2016 23:00,4810.0
04-Nov-2016 23:00,2920.0
05-Nov-2016 23:00,2110.0
07-Nov-2016 00:00,2180.0
08-Nov-2016 00:00,1970.0
09-Nov-2016 00:00,2000.0
10-Nov-2016 00:00,2000.0
11-Nov-2016 00:00,2130.0
12-Nov-2016 00:00,2090.0
13-Nov-2016 00:00,2000.0
14-Nov-2016 00:00,2130.0
15-Nov-2016 00:00,2080.0
16-Nov-2016 00:00,1910.0
17-Nov-2016 00:00,2250.0
18-Nov-2016 00:00,3640.0
19-Nov-2016 00:00,3640.0
20-Nov-2016 00:00,3650.0
21-Nov-2016 00:00,3660.0
22-Nov-2016 00:00,3670.0
23-Nov-2016 00:00,3680.0
24-Nov-2016 00:00,3670.0
25-Nov-2016 00:00,5070.0
26-Nov-2016 00:00,5350.0
27-Nov-2016 00:00,5450.0
28-Nov-2016 00:00,5460.0
29-Nov-2016 00:00,5470.0
30-Nov-2016 00:00,4920.0
01-Dec-2016 00:00,4520.0
02-Dec-2016 00:00,4620.0
03-Dec-2016 00:00,4450.0
04-Dec-2016 00:00,4390.0
05-Dec-2016 00:00,4300.0
06-Dec-2016 00:00,4300.0
07-Dec-2016 00:00,4350.0
08-Dec-2016 00:00,4420.0
09-Dec-2016 00:00,4520.0
10-Dec-2016 00:00,3300.0
11-Dec-2016 00:00,2070.0
12-Dec-2016 00:00,2100.0
13-Dec-2016 00:00,2210.0
14-Dec-2016 00:00,2180.0
15-Dec-2016 00:00,2150.0
16-Dec-2016 00:00,2220.0
17-Dec-2016 00:00,1960.0
18-Dec-2016 00:00,1830.0
19-Dec-2016 00:00,1860.0
20-Dec-2016 00:00,2460.0
21-Dec-2016 00:00,3640.0
22-Dec-2016 00:00,3620.0
23-Dec-2016 00:00,3690.0
24-Dec-2016 00:00,3320.0
25-Dec-2016 00:00,2390.0
26-Dec-2016 00:00,1820.0
27-Dec-2016 00:00,1850.0
28-Dec-2016 00:00,1690.0
29-Dec-2016 00:00,1860.0
30-Dec-2016 00:00,1800.0
31-Dec-2016 00:00,1770.0
01-Jan-2017 00:00,1600.0
02-Jan-2017 00:00,1810.0
03-Jan-2017 00:00,1820.0
04-Jan-2017 00:00,1770.0
05-Jan-2017 00:00,1990.0
06-Jan-2017 00:00,1960.0
07-Jan-2017 00:00,2440.0
08-Jan-2017 00:00,2380.0
09-Jan-2017 00:00,2440.0
10-Jan-2017 00:00,2250.0
11-Jan-2017 00:00,2310.0
12-Jan-2017 00:00,2270.0
13-Jan-2017 00:00,2420.0
14-Jan-2017 00:00,1840.0
15-Jan-2017 00:00,1140.0
16-Jan-2017 00:00,1010.0
17-Jan-2017 00:00,1020.0
18-Jan-2017 00:00,2680.0
19-Jan-2017 00:00,1040.0
20-Jan-2017 00:00,730.0
21-Jan-2017 00:00,1080.0
22-Jan-2017 00:00,1350.0
23-Jan-2017 00:00,1170.0
24-Jan-2017 00:00,1270.0
25-Jan-2017 00:00,1400.0
26-Jan-2017 00:00,1960.0
27-Jan-2017 00:00,1320.0
28-Jan-2017 00:00,1380.0
29-Jan-2017 00:00,1440.0
30-Jan-2017 00:00,1500.0
31-Jan-2017 00:00,1380.0
01-Feb-2017 00:00,1290.0
